1j09A04,1.10.8.70
1aozA02,2.60.40.420
1aozA03,2.60.40.420
1sddA02,2.60.40.420
1dg6A00,2.60.120.40
2tnfA00,2.60.120.40
1xu1A00,2.60.120.40
1pk6A00,2.60.120.40
1alyA00,2.60.120.40
2q8oA00,2.60.120.40
1o91A00,2.60.120.40
1s55A00,2.60.120.40
1rj8A00,2.60.120.40
1tnrA00,2.60.120.40
1nlsA00,2.60.120.200
1uaiA00,2.60.120.200
3c2uA02,2.60.120.200
1ikpA01,2.60.120.200
1gv9A00,2.60.120.200
2ayhA00,2.60.120.200
1oq1A00,2.60.120.200
1s0iA02,2.60.120.200
1n1tA02,2.60.120.200
1pz7A00,2.60.120.200
1ajkA00,2.60.120.200
2gmeA00,2.60.120.200
2r1bA00,2.60.120.200
1ux6A02,2.60.120.200
1a8dA01,2.60.120.200
1mveA00,2.60.120.200
1avbA00,2.60.120.200
1w0pA03,2.60.120.200
2sliA01,2.60.120.200
1ajoB00,2.60.120.200
2jd4A01,2.60.120.200
1epwA03,2.60.120.200
1j1tA00,2.60.120.200
1sacA00,2.60.120.200
1w0pA01,2.60.120.200
2eigA00,2.60.120.200
2ltnA00,2.60.120.200
1d2sA00,2.60.120.200
1kqrA00,2.60.120.200
1dypA00,2.60.120.200
1o4yA00,2.60.120.200
1h30A01,2.60.120.200
2jd4A02,2.60.120.200
1umzB00,2.60.120.200
1upsB01,2.60.120.200
1kjlA00,2.60.120.200
1is3A00,2.60.120.200
2r0hA00,2.60.120.200
1w6nB00,2.60.120.200
1h30A02,2.60.120.200
1g86A00,2.60.120.200
1jhnA01,2.60.120.200
1bkzA00,2.60.120.200
1wd3A01,2.60.120.200
3bopC00,2.60.120.200
1hlcA00,2.60.120.200
2f4lA01,2.60.120.580
1gmuA02,2.60.260.20
1earA01,2.60.260.20
1c3gA01,2.60.260.20
1nltA01,2.60.260.20
1c3gA02,2.60.260.20
1nltA03,2.60.260.20
3c7xA00,2.110.10.10
1itvA00,2.110.10.10
1hxnA00,2.110.10.10
1su3A02,2.110.10.10
1qhuA01,2.110.10.10
1jbiA00,2.170.130.20
1nkiA00,3.10.180.10
3bqxA00,3.10.180.10
1f1uA01,3.10.180.10
2a4xA00,3.10.180.10
3eckA02,3.10.180.10
1kw3B02,3.10.180.10
1kw3B01,3.10.180.10
1zswA02,3.10.180.10
2p7oA00,3.10.180.10
1ss4A00,3.10.180.10
1f9zA00,3.10.180.10
1qtoA00,3.10.180.10
2r6uA01,3.10.180.10
2qntA01,3.10.180.10
1jc4A00,3.10.180.10
2rbbA00,3.10.180.10
1ecsA00,3.10.180.10
2rk9B00,3.10.180.10
2zyqA01,3.10.180.10
2p25A01,3.10.180.10
1k4nA00,3.10.180.10
1zswA01,3.10.180.10
2za0B00,3.10.180.10
1cjxA01,3.10.180.10
1tfzA01,3.10.180.10
3b59A02,3.10.180.10
2rk0A01,3.10.180.10
2qqzA01,3.10.180.10
1sqiA01,3.10.180.10
2qh0A00,3.10.180.10
1tfzA02,3.10.180.10
2pjsA01,3.10.180.10
2i7rA00,3.10.180.10
1mpyA01,3.10.180.10
3b59A01,3.10.180.10
1mpyA02,3.10.180.10
1tsjA00,3.10.180.10
1cjxB02,3.10.180.10
1e0gA00,3.10.350.10
1jyhA00,3.20.80.10
3b49A00,3.20.80.10
1r8eA01,3.20.80.10
1d5yB03,3.20.80.10
2idjD01,3.30.46.10
2qyxB01,3.30.70.1360
2qyxA02,3.30.70.1360
3proC02,3.30.300.50
3proC01,3.30.300.50
2proC01,3.30.300.50
1nu0A00,3.30.420.140
1vhxB00,3.30.420.140
3bzcA03,3.30.420.140
1iv0A00,3.30.420.140
1k5nA01,3.30.500.10
1lqvB00,3.30.500.10
2h26A01,3.30.500.10
1t7vA01,3.30.500.10
3bevA01,3.30.500.10
3fruA01,3.30.500.10
1je6A01,3.30.500.10
1a6zA01,3.30.500.10
1kcgC00,3.30.500.10
1pqzA01,3.30.500.10
1jfmA00,3.30.500.10
1zs8A01,3.30.500.10
1k32A03,3.30.750.44
1ev0A00,3.30.1070.10
2absA02,3.30.1110.10
1bx4A02,3.30.1110.10
1h5wB03,3.30.1350.20
1seiA01,3.30.1370.30
1i6uA01,3.30.1370.30
1mszA00,3.30.1370.50
1ug8A00,3.30.1370.50
2hh8A00,3.30.1810.10
1eu1A01,3.40.50.740
2iv2X02,3.40.50.740
2napA02,3.40.50.740
2dwuA02,3.40.50.1860
1zuwB01,3.40.50.1860
1jflA01,3.40.50.1860
1jflA02,3.40.50.1860
1b73A01,3.40.50.1860
1em8B00,3.40.50.10220
3eprA02,3.40.50.10410
1zjjA02,3.40.50.10410
2hx1A02,3.40.50.10410
2ho4A02,3.40.50.10410
1xd3C00,3.40.532.10
1cmxA00,3.40.532.10
1gs5A00,3.40.1160.10
1e19A00,3.40.1160.10
2bneB00,3.40.1160.10
2va1B00,3.40.1160.10
1ko7A01,3.40.1390.20
2iojA00,3.40.1390.20
1knxA01,3.40.1390.20
1wpuA00,3.40.1510.10
3cddA02,3.55.50.10
2p5zX02,3.55.50.10
1zjaA02,3.90.400.10
1wzaA02,3.90.400.10
1o22A00,3.90.1000.10
1ocyA01,3.90.1340.10
2pspA01,4.10.110.10
2pspA02,4.10.110.10
2nwtA00,4.10.1150.10
3b7nA01,1.10.8.20
1lv7A02,1.10.8.60
2bjwA02,1.10.8.60
1in4A03,1.10.8.60
1c1kA01,1.10.8.60
2fnaA02,1.10.8.60
1qzmA00,1.10.8.60
1d2nA02,1.10.8.60
1r6bX03,1.10.8.60
1nvmA02,1.10.8.60
3bosA02,1.10.8.60
1njgB01,1.10.8.60
1fnnA01,1.10.8.60
1ny5B03,1.10.8.60
2chgA02,1.10.8.60
1r6bX05,1.10.8.60
1njgA02,1.10.8.60
1jqjD03,1.10.8.60
1e32A04,1.10.8.60
1um8A02,1.10.8.60
1jr3D03,1.10.8.60
1im2A03,1.10.8.60
1sxjD02,1.10.8.60
1qvrA05,1.10.8.60
2z4sA02,1.10.8.60
1sxjE02,1.10.8.60
1l8qA02,1.10.8.60
1r7rA06,1.10.8.60
1mw7A01,1.10.10.200
1k6yA01,1.10.10.200
1konA01,1.10.10.200
1j09A05,1.10.10.350
1irxA05,1.10.10.350
2jrmA00,1.10.10.620
1l7mA02,1.10.150.210
1vpuA00,1.10.195.10
1utgA00,1.10.210.10
1cxzB00,1.10.287.160
1urfA00,1.10.287.160
1qbzA00,1.10.287.210
1jq0A00,1.10.287.210
2eboA00,1.10.287.210
3b77A02,1.10.287.210
1mg1A03,1.10.287.210
1y4mA00,1.10.287.210
1envA00,1.10.287.210
1favA00,1.10.287.210
1mtyB00,1.10.620.20
1mxrA00,1.10.620.20
2incB00,1.10.620.20
3dhzB00,1.10.620.20
1oq4A00,1.10.620.20
1mtyD00,1.10.620.20
1h0oA00,1.10.620.20
2rccA01,1.10.620.20
1jjsA00,1.10.1630.10
1ceuA00,1.10.1690.10
1ijyA00,1.10.2000.10
2qtsA03,1.10.3590.10
1gmjB00,1.20.5.500
2idbA03,1.20.5.570
2idbC03,1.20.5.570
1k8vA00,1.20.5.570
1qgkB00,1.20.5.690
2vqeT00,1.20.58.110
2o8rB01,1.20.58.310
2z16B01,1.20.91.10
3buxB01,1.20.930.20
2bs2C00,1.20.950.10
1yewC00,1.20.1050.50
1j3eA00,1.20.1380.10
3b44A00,1.20.1540.10
2gtqA05,1.25.50.10
1h12A00,1.50.10.10
1kwfA00,1.50.10.10
1ks8A00,1.50.10.10
2fbaA00,1.50.10.10
2ahfA00,1.50.10.10
1g9gA01,1.50.10.10
1clcA02,1.50.10.10
1nc5A00,1.50.10.10
1gaiA00,1.50.10.10
1fp3A00,1.50.10.10
2p0vA01,1.50.10.10
1lf6A02,1.50.10.10
1h54A02,1.50.10.10
1ut9A02,1.50.10.10
1aiwA00,2.10.10.20
1ed7A00,2.10.10.20
1kkeB01,2.10.25.20
1jhfB00,2.10.109.10
1b12B01,2.10.109.10
1f39A00,2.10.109.10
1umuB00,2.10.109.10
1ejxB00,2.10.150.10
1e9yA01,2.10.150.10
1kmxA00,2.10.160.10
1nltA02,2.10.230.10
1exkA00,2.10.230.10
2j8gA02,2.10.270.10
1h8gA00,2.10.270.10
2bmlA00,2.10.270.10
1lshB00,2.20.90.10
2if6A00,2.30.30.330
1lshA01,2.30.230.10
1y0yA02,2.40.30.40
1vhoA02,2.40.30.40
2fvgA02,2.40.30.40
1yloA02,2.40.30.40
2greF02,2.40.30.40
3cpxA02,2.40.30.40
1jiwI00,2.40.128.10
1whoA00,2.60.40.760
2p3yA03,2.60.40.1610
2arcA00,2.60.120.280
1nziA01,2.60.120.290
1sfpA00,2.60.120.290
2qqmA01,2.60.120.290
3demA03,2.60.120.290
2qqkA01,2.60.120.290
1orvA01,2.140.10.30
1xfdA01,2.140.10.30
1k4zA00,2.160.20.70
1hf2C02,2.160.20.70
2bvcA01,3.10.20.70
3c19A02,3.10.20.300
1pinA02,3.10.50.40
1bkfA00,3.10.50.40
1r9hA00,3.10.50.40
1q1cA02,3.10.50.40
1q6hA02,3.10.50.40
3b7xA00,3.10.50.40
1t11A03,3.10.50.40
1m5yA03,3.10.50.40
1jvwA00,3.10.50.40
1m5yC02,3.10.50.40
1fjdA00,3.10.50.40
1jnsA00,3.10.50.40
1hxvA00,3.10.50.40
1fuiA03,3.20.14.10
1itxA01,3.20.20.80
1w32A00,3.20.20.80
1i1wA00,3.20.20.80
7a3hA00,3.20.20.80
2vx5A00,3.20.20.80
1r85A00,3.20.20.80
1qnrA00,3.20.20.80
1ug6A00,3.20.20.80
1edqA02,3.20.20.80
1h1nA00,3.20.20.80
1gcyA01,3.20.20.80
1ht6A01,3.20.20.80
2guyA01,3.20.20.80
1hx0A01,3.20.20.80
1edgA00,3.20.20.80
1l8nA02,3.20.20.80
1xyzA00,3.20.20.80
1wzaA01,3.20.20.80
1jndA01,3.20.20.80
1vf8A01,3.20.20.80
1kwgA01,3.20.20.80
2cygA00,3.20.20.80
1uuqA00,3.20.20.80
3bmvA01,3.20.20.80
2nt0A01,3.20.20.80
1tg7A01,3.20.20.80
1w9pA01,3.20.20.80
1wcgA00,3.20.20.80
1zjaA01,3.20.20.80
1tvnA00,3.20.20.80
1bqcA00,3.20.20.80
1fobA00,3.20.20.80
2pc8A00,3.20.20.80
2cksB00,3.20.20.80
1jakA01,3.20.20.80
1jz7A03,3.20.20.80
1ji1A02,3.20.20.80
1ceoA00,3.20.20.80
3edfA02,3.20.20.80
1nofA02,3.20.20.80
1j0hA02,3.20.20.80
1uhvA02,3.20.20.80
2uy2A00,3.20.20.80
1nowA02,3.20.20.80
1m7xB02,3.20.20.80
1vemA01,3.20.20.80
1ua7A01,3.20.20.80
1cnvA00,3.20.20.80
3cmgA03,3.20.20.80
2e3zB00,3.20.20.80
1eceA00,3.20.20.80
1ur4A00,3.20.20.80
1vjzA00,3.20.20.80
1narA00,3.20.20.80
3clwA02,3.20.20.80
1iv8A01,3.20.20.80
1wdpA00,3.20.20.80
1hl9B01,3.20.20.80
1ta3A00,3.20.20.80
1eokA00,3.20.20.80
2ebnA00,3.20.20.80
1edtA00,3.20.20.80
3fndA01,3.20.20.80
1c7sA03,3.20.20.80
1jfxA00,3.20.20.80
1eh9A01,3.20.20.80
1bf2A02,3.20.20.80
1vffA00,3.20.20.80
1uwsA00,3.20.20.80
1bhgA03,3.20.20.80
1x1nA01,3.20.20.80
1pbgA00,3.20.20.80
2j8gA01,3.20.20.80
1gjwA01,3.20.20.80
1wddA02,3.20.20.110
5rubA02,3.20.20.110
2d69A02,3.20.20.110
1ykwA02,3.20.20.110
3c5nA00,3.20.90.10
1efnB00,3.30.62.10
1avvA00,3.30.62.10
1ayeA01,3.30.70.340
1vjqA00,3.30.70.340
1nsaA01,3.30.70.340
1pytA00,3.30.70.340
1dj0A02,3.30.70.580
1mg7A01,3.30.70.1000
1u0sA00,3.30.70.1110
1q5yD00,3.30.70.1150
2nzcA00,3.30.70.1150
2i09A02,3.30.70.1250
2ijrA01,3.30.70.1270
1nj1A03,3.30.110.30
1hc7B03,3.30.110.30
1nj8A03,3.30.110.30
2gpiA00,3.30.160.140
2p02A03,3.30.300.10
2dplA02,3.30.300.10
2p02A01,3.30.300.10
2p02A02,3.30.300.10
1p7lA01,3.30.300.10
1xrbA02,3.30.300.10
1m5q102,3.30.310.60
1qmhA02,3.30.360.20
1woqA02,3.30.420.160
2qm1A02,3.30.420.160
2nrhB02,3.30.420.160
2hoeA03,3.30.420.160
1huxA02,3.30.420.160
3cetB02,3.30.420.190
2ogfA00,3.30.1300.20
2i52B00,3.30.1300.20
3ci0I00,3.30.1300.30
3ci0K01,3.30.1300.30
2phnA01,3.30.1330.100
1j5yA02,3.30.1340.20
1tzpB00,3.30.1380.10
1vhhA00,3.30.1380.10
1r44A00,3.30.1380.10
1lbuA02,3.30.1380.10
2fmaA00,3.30.1490.140
2jroA01,3.30.1910.10
2fh1A01,3.40.20.10
2fh1B03,3.40.20.10
2i2qA00,3.40.20.10
3cipG00,3.40.20.10
1m4jA00,3.40.20.10
1kcqA00,3.40.20.10
2fh1A02,3.40.20.10
1hqz800,3.40.20.10
1d0nA03,3.40.20.10
1j72A01,3.40.20.10
1d0nA04,3.40.20.10
1q8gA00,3.40.20.10
1byiA00,3.40.50.300
2gxqA00,3.40.50.300
2oxcA00,3.40.50.300
2j45A02,3.40.50.300
1m7gC00,3.40.50.300
2c78A01,3.40.50.300
1zd8A00,3.40.50.300
1nn3A00,3.40.50.300
2qmoA00,3.40.50.300
1gtvA00,3.40.50.300
2hxsA00,3.40.50.300
1vmaA02,3.40.50.300
1vhtA00,3.40.50.300
3be4A00,3.40.50.300
1r2qA00,3.40.50.300
2ce2X00,3.40.50.300
1cipA01,3.40.50.300
1ukvY00,3.40.50.300
1zinA00,3.40.50.300
2qt1A00,3.40.50.300
1ckeA00,3.40.50.300
1mh1A00,3.40.50.300
1n0wA00,3.40.50.300
1jnyA01,3.40.50.300
2qm8A02,3.40.50.300
2cbzA00,3.40.50.300
2iyvA00,3.40.50.300
2no7B00,3.40.50.300
1uj2A00,3.40.50.300
1sgwA00,3.40.50.300
1x3sA00,3.40.50.300
1wmsA00,3.40.50.300
1xmvA01,3.40.50.300
2pcjA00,3.40.50.300
2c95A00,3.40.50.300
1qf9A00,3.40.50.300
1z0jA00,3.40.50.300
1q0uB00,3.40.50.300
4tmkA00,3.40.50.300
1oxxK01,3.40.50.300
1nrjB00,3.40.50.300
2f6rA00,3.40.50.300
1kk1A01,3.40.50.300
3b6eA00,3.40.50.300
3c8uA00,3.40.50.300
1c4oA03,3.40.50.300
1lv7A01,3.40.50.300
1bifA01,3.40.50.300
1vecA00,3.40.50.300
2p65A00,3.40.50.300
1n0uA01,3.40.50.300
1mr3F00,3.40.50.300
2rhmC00,3.40.50.300
1nijA01,3.40.50.300
3bs4A00,3.40.50.300
2fnaA01,3.40.50.300
1f6bB00,3.40.50.300
1g7sA01,3.40.50.300
1ewqB05,3.40.50.300
1tueD00,3.40.50.300
1byuB00,3.40.50.300
1sulB00,3.40.50.300
2qu8A00,3.40.50.300
2r2aA00,3.40.50.300
1b0uA00,3.40.50.300
2is6A03,3.40.50.300
3cx8A01,3.40.50.300
1g8pA01,3.40.50.300
1dg3A02,3.40.50.300
1g6hA00,3.40.50.300
2erxA00,3.40.50.300
1wf3A01,3.40.50.300
2obnA02,3.40.50.300
1ji0A00,3.40.50.300
1d2nA01,3.40.50.300
2is6A01,3.40.50.300
1t0jB00,3.40.50.300
1y63A00,3.40.50.300
2vp4D00,3.40.50.300
1rz3A00,3.40.50.300
2ixeD01,3.40.50.300
2bbsB00,3.40.50.300
2zptX00,3.40.50.300
2dbyA01,3.40.50.300
1c4oA01,3.40.50.300
2r8rA00,3.40.50.300
1g64B00,3.40.50.300
1g3qA00,3.40.50.300
1e6cA00,3.40.50.300
1r6bX04,3.40.50.300
3cbqA00,3.40.50.300
1m7bA00,3.40.50.300
2bjwA01,3.40.50.300
2pl3A00,3.40.50.300
3defA00,3.40.50.300
1htwA00,3.40.50.300
3c5cB00,3.40.50.300
3bosB01,3.40.50.300
1vplA00,3.40.50.300
3cwqA00,3.40.50.300
1f2uA00,3.40.50.300
1in4A01,3.40.50.300
1g41A01,3.40.50.300
1fnnA02,3.40.50.300
1fukA00,3.40.50.300
1t9hA02,3.40.50.300
1knqA00,3.40.50.300
1pjrA01,3.40.50.300
1z2aA00,3.40.50.300
1udxA02,3.40.50.300
1xtqA00,3.40.50.300
1nlfA00,3.40.50.300
1c9kB00,3.40.50.300
1xtiA02,3.40.50.300
2h57B00,3.40.50.300
2jgnB00,3.40.50.300
2reoA01,3.40.50.300
1ihuA01,3.40.50.300
1nktA03,3.40.50.300
1cr2A00,3.40.50.300
2pt7A02,3.40.50.300
1njgA01,3.40.50.300
1t8tA00,3.40.50.300
2r44A02,3.40.50.300
1zd1B00,3.40.50.300
1khtB00,3.40.50.300
1mkyA01,3.40.50.300
1kgdA01,3.40.50.300
3crmA01,3.40.50.300
3b85A00,3.40.50.300
1svmA03,3.40.50.300
1pujA01,3.40.50.300
1mkyA02,3.40.50.300
1cp2A00,3.40.50.300
1a5tA01,3.40.50.300
1um8A01,3.40.50.300
1ly1A00,3.40.50.300
1gvnD00,3.40.50.300
2qgzA01,3.40.50.300
2chgA01,3.40.50.300
2ck3D02,3.40.50.300
1ko7A02,3.40.50.300
2g0tA02,3.40.50.300
1vytB02,3.40.50.300
1xzpA03,3.40.50.300
1zunB01,3.40.50.300
2nq2D00,3.40.50.300
1qhxA00,3.40.50.300
1xwiA01,3.40.50.300
3fhcB00,3.40.50.300
2bdtA00,3.40.50.300
1knxE02,3.40.50.300
1texA00,3.40.50.300
1np6B01,3.40.50.300
1q44A00,3.40.50.300
1s96A01,3.40.50.300
2ck3A02,3.40.50.300
2qorA01,3.40.50.300
2axpA00,3.40.50.300
1uf9A00,3.40.50.300
2grjA00,3.40.50.300
1j99A00,3.40.50.300
2ph1A00,3.40.50.300
1xjcA00,3.40.50.300
1darA01,3.40.50.300
2gnoA01,3.40.50.300
1kjwA02,3.40.50.300
1tf7A01,3.40.50.300
1heiA02,3.40.50.300
1e2kA00,3.40.50.300
1heiA01,3.40.50.300
1p9rA02,3.40.50.300
2akaB00,3.40.50.300
2if2A00,3.40.50.300
1g8fA03,3.40.50.300
1vcnA01,3.40.50.300
3do6A01,3.40.50.300
1odfA00,3.40.50.300
1u9iA02,3.40.50.300
2r6fA05,3.40.50.300
1wb1C01,3.40.50.300
1ihuA02,3.40.50.300
1l7vC00,3.40.50.300
1l8qA01,3.40.50.300
1nstA00,3.40.50.300
1dekA01,3.40.50.300
2rb4A00,3.40.50.300
1ofuX00,3.40.50.300
1znwA01,3.40.50.300
2onkA00,3.40.50.300
1a7jA00,3.40.50.300
1sq5C00,3.40.50.300
1jqlB00,3.40.50.300
3co5A00,3.40.50.300
1zakA00,3.40.50.300
1w36B01,3.40.50.300
1sxjE01,3.40.50.300
1lw7A02,3.40.50.300
2zejB02,3.40.50.300
1zp6A00,3.40.50.300
1e9rD01,3.40.50.300
1nktA01,3.40.50.300
1pv4E02,3.40.50.300
1e69A00,3.40.50.300
1fmjA00,3.40.50.300
1w36B03,3.40.50.300
2pjrA03,3.40.50.300
1osnC00,3.40.50.300
1q6zA02,3.40.50.1220
2vk8A02,3.40.50.1220
1d4oA00,3.40.50.1220
1v5eA02,3.40.50.1220
1q1aA01,3.40.50.1220
1yc5A01,3.40.50.1220
1zpdA02,3.40.50.1220
2ihuA02,3.40.50.1220
1ozhD02,3.40.50.1220
1j8fC01,3.40.50.1220
3clsD02,3.40.50.1220
2nyrB01,3.40.50.1220
1t9bA02,3.40.50.1220
1ovmA02,3.40.50.1220
1ybhA02,3.40.50.1220
1v6sA01,3.40.50.1260
16pkA01,3.40.50.1260
1cvrA01,3.40.50.10390
2qaiA00,3.40.50.10580
2i4rB00,3.40.50.10580
1sw5A02,3.40.190.120
2qgmA01,3.40.1660.10
1jkeA00,3.50.80.10
1tc5C00,3.50.80.10
1hq0A00,3.60.100.10
2b49A00,3.90.190.10
1lyvA00,3.90.190.10
2hc1A00,3.90.190.10
3b7oA00,3.90.190.10
2cm2A00,3.90.190.10
2cjzA00,3.90.190.10
2ooqA00,3.90.190.10
1p15B00,3.90.190.10
2c46B00,3.90.190.10
2i1yA00,3.90.190.10
1wrmA01,3.90.190.10
2f46A00,3.90.190.10
2r0bA00,3.90.190.10
1fpzC00,3.90.190.10
1zzwA00,3.90.190.10
1vhrA00,3.90.190.10
1d5rA01,3.90.190.10
1rxdB00,3.90.190.10
1oheA02,3.90.190.10
2imgA00,3.90.190.10
2hcmA01,3.90.190.10
1oheA01,3.90.190.10
2g6zA00,3.90.190.10
1xriA00,3.90.190.10
2fafA03,3.90.228.20
1os1A03,3.90.228.20
1vq8H00,3.90.1170.10
2fiyA00,3.90.1670.10
1p71B00,4.10.520.10
1owfB00,4.10.520.10
1owfA00,4.10.520.10
2np2A00,4.10.520.10
1exeA00,4.10.520.10
1no1A00,1.10.8.200
1n5uA03,1.10.246.10
1n5uA02,1.10.246.10
1n5uA04,1.10.246.10
1kxpD02,1.10.246.10
1kxpD03,1.10.246.10
1n5uA01,1.10.246.10
1kxpD01,1.10.246.10
1n5uA06,1.10.246.10
1n5uA05,1.10.246.10
1kxpD04,1.10.246.10
2bxhA06,1.10.246.10
1kxpD05,1.10.246.10
2gybO00,1.10.287.10
2zkoA00,1.10.287.10
1r6tA01,1.10.287.10
1b0nB00,1.10.287.270
1jmkC02,1.10.287.490
1o7dC01,1.10.287.530
3b4sB01,1.10.287.790
3bulA04,1.10.288.10
1mskA02,1.10.288.10
2cchD01,1.10.472.10
2cchB02,1.10.472.10
1guxB00,1.10.472.10
1w98B01,1.10.472.10
1f5qB02,1.10.472.10
1unlD00,1.10.472.10
1aisB01,1.10.472.10
1aisB02,1.10.472.10
1f5qB01,1.10.472.10
2r7gA01,1.10.472.10
1g3nC01,1.10.472.10
1c9bA02,1.10.472.10
1g3nC02,1.10.472.10
1jkwA02,1.10.472.10
2f2cA02,1.10.472.10
1c9bA01,1.10.472.10
1kxuA01,1.10.472.10
2oebA00,1.10.520.30
1cy5A00,1.10.533.10
1d2zA00,1.10.533.10
1wmgA00,1.10.533.10
3ygsP00,1.10.533.10
3ezqB00,1.10.533.10
1d2zB00,1.10.533.10
3crdA00,1.10.533.10
1pn5A00,1.10.533.10
1ucpA00,1.10.533.10
1dgnA00,1.10.533.10
1ichA00,1.10.533.10
1ngrA00,1.10.533.10
1a1wA00,1.10.533.10
1ddfA00,1.10.533.10
1n3kA00,1.10.533.10
1gu2B00,1.10.760.10
1i8oA00,1.10.760.10
1c52A00,1.10.760.10
2bh4X00,1.10.760.10
1e29A00,1.10.760.10
1yccA00,1.10.760.10
2ce0A00,1.10.760.10
1h32B00,1.10.760.10
1m70A02,1.10.760.10
1qksA01,1.10.760.10
1ctjA00,1.10.760.10
1dw0A00,1.10.760.10
1m70A01,1.10.760.10
1kb0A02,1.10.760.10
2c8sA00,1.10.760.10
1c75A00,1.10.760.10
1kv9A02,1.10.760.10
1h32A02,1.10.760.10
1nirA01,1.10.760.10
351cA00,1.10.760.10
1iqcA01,1.10.760.10
1iqcA02,1.10.760.10
1h32A01,1.10.760.10
1nmlA01,1.10.760.10
1wveC00,1.10.760.10
1h1oA02,1.10.760.10
1fcdC02,1.10.760.10
1h1oA01,1.10.760.10
1cc5A00,1.10.760.10
1fcdC01,1.10.760.10
3cx5D01,1.10.760.10
2qjyB01,1.10.760.10
1kx2A00,1.10.760.10
1dvhA00,1.10.760.10
1jhgA00,1.10.1270.10
2px6A02,1.10.1470.20
1t77A02,1.10.1540.10
1jeyA04,1.10.1600.10
1jeyB03,1.10.1600.10
1j1vA00,1.10.1750.10
1l8qA03,1.10.1750.10
1hdlA00,1.10.1890.10
1h0zA00,1.10.1890.10
1k87A02,1.10.2060.10
2g03A00,1.10.3290.10
3cucA00,1.10.3290.10
2otaA00,1.10.3390.10
3bgeB02,1.10.3710.10
3ctdA02,1.10.3710.10
1vpcA00,1.20.5.90
1cw5A00,1.20.5.130
2p1jA02,1.20.5.140
2p1jB02,1.20.5.140
1dp5B00,1.20.5.140
1e85A00,1.20.120.10
256bA00,1.20.120.10
1mqvA00,1.20.120.10
2ccyA00,1.20.120.10
1cpqA00,1.20.120.10
1bbhA00,1.20.120.10
1s05A00,1.20.120.10
156b000,1.20.120.10
1ufaA02,1.20.1430.10
1owlA02,1.25.40.80
1np7A02,1.25.40.80
2j07A02,1.25.40.80
1np7B02,1.25.40.80
1h8pA02,2.10.10.10
1l6jA05,2.10.10.10
1l6jA03,2.10.10.10
1j7mA00,2.10.10.10
1g47A00,2.10.110.10
1b8tA01,2.10.110.10
1imlA00,2.10.110.10
1nypA00,2.10.110.10
1b8tA02,2.10.110.10
1x6aA01,2.10.110.10
1j2oA00,2.10.110.10
1jhnA02,2.10.250.10
1hhnA00,2.10.250.10
1k9cA00,2.10.250.10
2hf1A01,2.20.25.10
1zb9A01,2.20.25.10
3eerA01,2.20.25.10
1vlaA01,2.20.25.10
1twfI01,2.20.25.10
2p3yA01,2.20.25.10
1twfI02,2.20.25.10
1l1oC02,2.20.25.10
1ml8A01,2.20.25.10
1lqlA01,2.20.25.10
1y1vS01,2.20.25.10
1qypA00,2.20.25.10
1dl6A00,2.20.25.10
1yuaA02,2.20.25.10
1pftA00,2.20.25.10
1tfiA00,2.20.25.10
2js4A01,2.20.25.10
2aklA01,2.20.25.10
1ts9A00,2.30.30.210
1v76B00,2.30.30.210
2ox7A01,2.30.30.310
2qezA01,2.30.170.30
1ow1A00,2.40.290.10
1jeyB02,2.40.290.10
1jeyA02,2.40.290.10
1nycA00,2.40.310.10
1oh1A00,2.40.310.10
3exmA01,2.40.380.10
2p12A01,2.40.380.10
2r6gF03,2.40.430.10
3buuB00,2.50.20.10
1iwlA00,2.50.20.10
1iwmA00,2.50.20.10
3bk5A00,2.50.20.10
1ok8A04,2.60.40.350
1svbA04,2.60.40.350
1ix2A00,2.60.40.1220
1o6vB02,2.60.40.1220
1h6uA03,2.60.40.1220
3bvxA05,2.60.40.1360
1o7dE00,2.60.40.1360
1dzlA00,2.60.175.20
1hx6A01,2.70.9.30
2r5oA01,2.70.50.60
1ofdA04,2.160.20.60
2nnuA02,2.170.200.10
1qqhA00,2.170.200.10
1l8rB00,3.10.260.20
1sbxA00,3.10.260.20
1p32C00,3.10.280.10
2gybD02,3.10.290.10
1dm9A00,3.10.290.10
1h3fA03,3.10.290.10
1jh3A00,3.10.290.10
1p9kA00,3.10.290.10
1q7hA01,3.10.450.120
2qikA02,3.10.490.10
3cryA00,3.10.490.10
1vkbA00,3.10.490.10
1v30A00,3.10.490.10
2qikA01,3.10.490.10
1vfyA00,3.30.40.10
2puyB00,3.30.40.10
2bayE00,3.30.40.10
1rmdA01,3.30.40.10
1fbvA02,3.30.40.10
3c5kA00,3.30.40.10
3dplR00,3.30.40.10
1zbdB00,3.30.40.10
1weeA00,3.30.40.10
1wenA00,3.30.40.10
1chcA00,3.30.40.10
1e4uA00,3.30.40.10
1t1hA00,3.30.40.10
1g25A00,3.30.40.10
1wevA01,3.30.40.10
1vd4A00,3.30.40.10
2fuiA00,3.30.40.10
1vyxA00,3.30.40.10
1weqA00,3.30.40.10
1borA00,3.30.40.10
1fp0A00,3.30.40.10
2idaA01,3.30.40.10
1iymA00,3.30.40.10
2jrjA00,3.30.40.10
1f62A00,3.30.40.10
1weoA00,3.30.40.10
1jm7B00,3.30.40.10
1jm7A00,3.30.40.10
1mbmB03,3.30.40.20
2hiyA02,3.30.70.1260
2hiyB01,3.30.70.1280
2za4B00,3.30.370.10
